,Tweets,id,lens,date,place,coordinateS,lang,source,likes,retweets
16,b'It\xe2\x80\x99s not really weird when it has been happening in real life for ages. \n#CatholicChurch #TheVatican #Priests \n\nWas this scene an eye opening back in the early #80s? #Rape \n\nWeirdest scene in Conan the Barbarian (1982) - Conan and the Priest \nhttps://t.co/TyG4HZ6ArD via @YouTube',1389677893765242884,279,2021-05-04 20:26:43,,,en,Twitter for iPhone,0,0
17,"b""RT @thisissAnjaliG: Rahul Gandhi was accused in Sukanyadevi #rape case \nAnd \nShashi Tharoor  in his wife's #mrdr case .\nI'm sure you didn't\xe2\x80\xa6""",1389676717501861888,140,2021-05-04 20:22:03,,,en,Twitter for Android,0,3
18,b'RT @JusticeOzzie: Christian Porter sporting that \xe2\x80\x98allegedly innocent\xe2\x80\x99 look. #auspol #ChristianPorter #LNPCrimeFamily #Rape #MeToo #InquiryN\xe2\x80\xa6',1389675382467567616,140,2021-05-04 20:16:44,,,en,Twitter Web App,0,26
19,"b""#mensrightsactivism advocates for #rape and for men to use women without #legal or #moral consequences. This is NOT about #mensrightsarehumanrights. It's about #sexuality and #ideological defense of the #rapeculture. #mra #mrm""",1389673258962784262,226,2021-05-04 20:08:18,,,en,Twitter for Android,0,0
20,"b'@MeghanMcCain @HouseGOP First if @RepMattGaetz did what they say, it\xe2\x80\x99s #rape and second this is why the @GOP is dead cc @RepLizCheney @RepKinzinger @MichaelSteele @ananavarro @TheRickWilson https://t.co/qYd0DmCVRy'",1389673035763011587,213,2021-05-04 20:07:25,,,en,Twitter for iPhone,1,0
21,"b""RT @BloggerMe3: Where the fuck is #BruceLehrmann? Now that #Dutton's gone, is the @AusFedPolice ever gunna do anything about #rape allegati\xe2\x80\xa6""",1389672924240441348,140,2021-05-04 20:06:58,,,en,Twitter for Android,0,113
22,"b'Abuse is not a Political Party issue. Childhood Sexual Abuse, Adult Sexual Abuse, Sexual Assault, Rape, Sex Trafficking is an,\n\n""Anybody can be a SEXUAL Abuser/RAPIST"" issue.\n\n#MeToo \n#Education \n#ChildSexualAbuse \n#CPTSP \n#Rape \n#SexTrafficking \n#SexualTorture \n#SexualKidnapping'",1389672723874344962,280,2021-05-04 20:06:10,,,en,Twitter Web App,0,0
23,"b'RT @Mellayfre: The #rape victim, #Mona_Lisa lay on a hospital bed in Mekelle, the main city in war-torn #Tigray, her body devastated but he\xe2\x80\xa6'",1389672289722150912,140,2021-05-04 20:04:27,,,en,Twitter for Android,0,24
24,b'Seems Baba Ijesha will be away for a while\n\nJersey number may be in production soonest\n\n@followlasg \n@MrLummie \n#babaijesha \n#Rape https://t.co/avWBxALFdF https://t.co/OUqSEeNSAL',1389670521709674496,178,2021-05-04 19:57:25,,,en,Twitter for Android,0,0
25,"b""#MonaLisa's account of #rape is one of hundreds detailing #abuses in #Tigray where wave of unspeakable\xc2\xa0atrocities including #widespread #sexual assault targeting #women has been committed for the last 6 months. #WeaponizedRape @SecBlinken @USAmbUN @UN https://t.co/suXnnLV5nZ""",1389670502772391937,275,2021-05-04 19:57:21,,,en,Twitter Web App,0,0
26,"b""#rape #think #painful Should #Bangladesh #Pakistan &amp; #Afghanistan's Muslim persecuted #Hindus &amp; #Christians allow persecutors to #India? Victims say NO. #Indian opposition &amp; West say 'you have to allow'! https://t.co/VqVmmrTIiI's https://t.co/TB70V4rpoB https://t.co/TUXp1KMoO1""",1389670422707326979,289,2021-05-04 19:57:02,,,en,Tweet Suite,0,0
27,b'#WeaponizedRape: The 18-year-old #Tigrayan high school graduate had survived an attempted #rape that left her with #seven_gunshot wounds and an amputated arm. She wanted it to be known that she had resisted. @Elif_Safak @SholaMos1 @jameelajamil @USAmbUN. https://t.co/suXnnLV5nZ',1389670234777395212,278,2021-05-04 19:56:17,,,en,Twitter Web App,0,0
28,"b'The #rape victim, #Mona_Lisa lay on a hospital bed in Mekelle, the main city in war-torn #Tigray, her body #devastated but her defiance on display. #TigrayWarRapeVictims #WeaponizedRape @UN @UN_Women @HouseForeign @Haavisto @EUCouncil @USAmbUNhttp://tiny.cc/5nxwtz'",1389670168704524293,264,2021-05-04 19:56:01,,,en,Twitter Web App,0,0
29,"b'RT @KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho\xe2\x80\xa6'",1389670121199833094,140,2021-05-04 19:55:50,,,en,Twitter for Android,0,10284
30,"b'#Rape is being used as a weapon as fighting rages in remote parts of #Tigray region. \xe2\x80\x9cEven if we had shouted,\xe2\x80\x9d one woman said, \xe2\x80\x9cthere was no one to listen.\xe2\x80\x9d #TigrayWarRapeVictims #WeaponizedRape @UN_Women @HouseForeign @Haavisto @EUCouncil @USAmbUN @hrw https://t.co/suXnnLV5nZ'",1389670105639014406,277,2021-05-04 19:55:46,,,en,Twitter Web App,0,0
31,"b""RT @BloggerMe3: Where the fuck is #BruceLehrmann? Now that #Dutton's gone, is the @AusFedPolice ever gunna do anything about #rape allegati\xe2\x80\xa6""",1389669617136594944,140,2021-05-04 19:53:50,,,en,Twitter for Android,0,113
32,"b'RT @KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho\xe2\x80\xa6'",1389669612384444417,140,2021-05-04 19:53:49,,,en,Twitter Web App,0,10284
33,b'RT @JusticeOzzie: Christian Porter sporting that \xe2\x80\x98allegedly innocent\xe2\x80\x99 look. #auspol #ChristianPorter #LNPCrimeFamily #Rape #MeToo #InquiryN\xe2\x80\xa6',1389669311099269120,140,2021-05-04 19:52:37,,,en,Twitter Web App,0,26
34,b'RT @Tesfaalem_: May 4 marks six months since the start of armed conflict between the federal govt &amp; the #Tigray. The conflict has been char\xe2\x80\xa6',1389668485379285005,144,2021-05-04 19:49:20,,,en,Twitter Web App,0,1
35,"b""RT @BloggerMe3: Where the fuck is #BruceLehrmann? Now that #Dutton's gone, is the @AusFedPolice ever gunna do anything about #rape allegati\xe2\x80\xa6""",1389667752420331526,140,2021-05-04 19:46:25,,,en,Twitter for Android,0,113
36,b'RT @MameTigray: #Rape is being used as a weapon in \n#Tigray. \n#StopTigrayGenocide\nStop #WeaponizingRape\nStop #WeaponizingStarvation\n\n@UN_Wo\xe2\x80\xa6',1389667641242030080,140,2021-05-04 19:45:59,,,en,Twitter Web App,0,1
37,b'RT @JusticeOzzie: Christian Porter sporting that \xe2\x80\x98allegedly innocent\xe2\x80\x99 look. #auspol #ChristianPorter #LNPCrimeFamily #Rape #MeToo #InquiryN\xe2\x80\xa6',1389667504792899587,140,2021-05-04 19:45:26,,,en,Twitter for iPhone,0,26
38,b'#Rape is being used as a weapon in \n#Tigray. \n#StopTigrayGenocide\nStop #WeaponizingRape\nStop #WeaponizingStarvation\n\n@UN_Women @AngelaMerkel_DE\n@endrapeinwar @SamanthaJPower\n@AnnLinde @dfatirl @POTUS \n@StateDept @GermanyDiplo \n@EU_Commission @eu_eeas\n@hrw @mbachelet @SecBlinken https://t.co/xSEYukYFvg',1389667321963220992,302,2021-05-04 19:44:42,,,en,Twitter for Android,0,1
39,"b""RT @BloggerMe3: Where the fuck is #BruceLehrmann? Now that #Dutton's gone, is the @AusFedPolice ever gunna do anything about #rape allegati\xe2\x80\xa6""",1389666607270555651,140,2021-05-04 19:41:52,,,en,Twitter for iPhone,0,113
40,b'RT @MakalleT: #WeaponizedRape: The 18-year-old #Tigrayan high school graduate had survived an attempted #rape that left her with #seven_gun\xe2\x80\xa6',1389666355427880961,140,2021-05-04 19:40:52,,,en,Twitter for Android,0,1
41,"b'RT @momof_hml: #Rape is being used as a weapon as fighting rages in remote parts of #Tigray region. \xe2\x80\x9cEven if we had shouted,\xe2\x80\x9d one woman sai\xe2\x80\xa6'",1389665524653690885,140,2021-05-04 19:37:34,,,en,Twitter for Android,0,18
42,"b""RT @BloggerMe3: @peteChill @AusFedPolice And try telling that same story in re the @nswpolice (#kingscross division) to the '#alleged' vict\xe2\x80\xa6""",1389665416805371911,140,2021-05-04 19:37:08,,,en,Twitter Web App,0,2
43,b'Please RT #rapeculture #rapists #sexualabuse #victimblaming #rape #notallmen https://t.co/95Aut7F8PH',1389665318402994181,100,2021-05-04 19:36:45,,,en,Twitter Web App,0,0
44,"b'RT @BloggerMe3: @JamesCa52531205 @AusFedPolice There are no time limitations on #rape. The only time limitations become apparent, when we s\xe2\x80\xa6'",1389665186454200320,140,2021-05-04 19:36:13,,,en,Twitter Web App,0,1
45,"b""RT @ZahrahV: The Women Lawyer's Association and Women Action Forum 's Position Paper on the Anti-Rape Ordinances \n\n#rape #reform  #Pakistan\xe2\x80\xa6""",1389665089029124102,140,2021-05-04 19:35:50,,,en,Twitter for Android,0,5
46,b'#WeaponizedRape: The 18-year-old #Tigrayan high school graduate had survived an attempted #rape that left her with #seven_gunshot wounds and an amputated arm. She wanted it to be known that she had resisted. @Elif_Safak @SholaMos1 @jameelajamil @USAmbUN. https://t.co/jbAVBpi6Mb',1389664895050919938,278,2021-05-04 19:35:04,,,en,Twitter Web App,0,1
47,"b'RT @mYj4Lkseo8j58ym: The #rape victim, #Mona_Lisa lay on a hospital bed in Mekelle, the main city in war-torn #Tigray, her body #devastated\xe2\x80\xa6'",1389664789442568197,140,2021-05-04 19:34:39,,,en,Twitter Web App,0,16
48,"b'RT @mYj4Lkseo8j58ym: The #rape victim, #Mona_Lisa lay on a hospital bed in Mekelle, the main city in war-torn #Tigray, her body #devastated\xe2\x80\xa6'",1389664401825861637,140,2021-05-04 19:33:06,,,en,Twitter for Android,0,16
49,"b'RT @Mellayfre: The #rape victim, #Mona_Lisa lay on a hospital bed in Mekelle, the main city in war-torn #Tigray, her body devastated but he\xe2\x80\xa6'",1389664024133095437,140,2021-05-04 19:31:36,,,en,Twitter for Android,0,24
50,b'RT @mr_pakoya: Today at morning a small 6 years old girl raped by 23 year old boy who is a\nmedical \xf0\x9f\xa4\xac\xf0\x9f\x92\x94student this incident took place at ou\xe2\x80\xa6',1389663841605259264,140,2021-05-04 19:30:53,,,en,RetweetsMumbaiOne,0,1
51,"b'The #rape victim, #Mona_Lisa lay on a hospital bed in Mekelle, the main city in war-torn #Tigray, her body #devastated but her defiance on display. #TigrayWarRapeVictims #WeaponizedRape @UN @UN_Women @HouseForeign @Haavisto @EUCouncil @USAmbUNhttp://tiny.cc/5nxwtz'",1389663308614193156,264,2021-05-04 19:28:46,,,en,Twitter Web App,0,0
52,b'This sheep can\xe2\x80\x99t sit and wait at home and get #Rape by the #EritreanAndEthiopianTroops.\nHelp me say no to #Rape https://t.co/Hnc32T1D7S',1389663156943917058,135,2021-05-04 19:28:09,,,en,Twitter for iPhone,0,0
53,b'Today at morning a small 6 years old girl raped by 23 year old boy who is a\nmedical \xf0\x9f\xa4\xac\xf0\x9f\x92\x94student this incident took place at our\nplace Andheri bherumbaag.! The small child is in the hospital at critical condition..... Fuck off that society\xf0\x9f\xa4\xac\xf0\x9f\xa4\xac\n#nomorerape #rape #Mumbai https://t.co/BU4A6Kw0lu',1389662746166185986,288,2021-05-04 19:26:32,"Place(_api=<tweepy.api.API object at 0x7f2dd8f09e20>, id='4c6bf2b7c14c8f88', url='https://api.twitter.com/1.1/geo/id/4c6bf2b7c14c8f88.json', place_type='admin', name='Maharashtra', full_name='Maharashtra, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f2dd8f09e20>, type='Polygon', coordinates=[[[72.64293, 15.606794], [80.899558, 15.606794], [80.899558, 22.029028], [72.64293, 22.029028]]]), attributes={})",,en,Twitter for Android,0,1
54,"b'#Rape is being used as a weapon as fighting rages in remote parts of #Tigray region. \xe2\x80\x9cEven if we had shouted,\xe2\x80\x9d one woman said, \xe2\x80\x9cthere was no one to listen.\xe2\x80\x9d #TigrayWarRapeVictims #WeaponizedRape @UN_Women @HouseForeign @Haavisto @EUCouncil @USAmbUN @hrw https://t.co/jbAVBpi6Mb'",1389662578821976065,277,2021-05-04 19:25:52,,,en,Twitter Web App,0,0
55,"b'RT @KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho\xe2\x80\xa6'",1389660090320441355,140,2021-05-04 19:15:58,,,en,Twitter for Android,0,10284
56,"b'RT @NathaCont: Being a victim of rape is one of the worst feelings there is, getting pregnant and having my prince makes me never forget th\xe2\x80\xa6'",1389659432158736392,140,2021-05-04 19:13:21,,,en,Twitter for Android,0,5
57,"b'RT @Ab_Tigray: The #rape victim, #Mona_Lisa lay on a hospital bed in Mekelle, the main city in war-torn #Tigray, her body #devastated but h\xe2\x80\xa6'",1389658976476925958,140,2021-05-04 19:11:33,,,en,Twitter Web App,0,2
58,"b'RT @NathaCont: Being a victim of rape is one of the worst feelings there is, getting pregnant and having my prince makes me never forget th\xe2\x80\xa6'",1389658566139777027,140,2021-05-04 19:09:55,,,en,Twitter for Android,0,5
59,"b'RT @Ab_Tigray: #Rape is being used as a weapon as fighting rages in remote parts of #Tigray region. \xe2\x80\x9cEven if we had shouted,\xe2\x80\x9d one woman sai\xe2\x80\xa6'",1389658469918248961,140,2021-05-04 19:09:32,,,en,Twitter Web App,0,1
60,"b""Bills To End 'Spousal #Rape' Distinction Stall In #California Legislature - May 4 @ 3:07 PM ET https://t.co/Kty9HznRgd""",1389658337340448779,118,2021-05-04 19:09:00,,,en,PulpNews,0,0
61,"b'RT @NathaCont: Being a victim of rape is one of the worst feelings there is, getting pregnant and having my prince makes me never forget th\xe2\x80\xa6'",1389658295489679360,140,2021-05-04 19:08:50,,,en,Twitter Web App,0,5
62,"b'RT @NathaCont: Being a victim of rape is one of the worst feelings there is, getting pregnant and having my prince makes me never forget th\xe2\x80\xa6'",1389657746618859522,140,2021-05-04 19:06:40,,,en,Twitter for iPhone,0,5
63,"b'RT @Ab_Tigray: The #rape victim, #Mona_Lisa lay on a hospital bed in Mekelle, the main city in war-torn #Tigray, her body #devastated but h\xe2\x80\xa6'",1389657588049104899,140,2021-05-04 19:06:02,,,en,Twitter for Android,0,2
64,"b'#Idaho legislative intern reports #rape, is IDd by lawmaker - May 4 @ 3:03 PM ET https://t.co/h1A3Qe663T'",1389657325712154629,104,2021-05-04 19:04:59,,,en,PulpNews,0,0
65,"b'RT @IsaMusavi: You are complicit in #rape of #Children, drugs to Children, #Child abuse within governmental institution in #Sweden.\n\nRead h\xe2\x80\xa6'",1389657229595496451,140,2021-05-04 19:04:36,,,en,Twitter Web App,0,1
66,"b'#Rape is being used as a weapon as fighting rages in remote parts of #Tigray region. \xe2\x80\x9cEven if we had shouted,\xe2\x80\x9d one woman said, \xe2\x80\x9cthere was no one to listen.\xe2\x80\x9d #TigrayWarRapeVictims #WeaponizedRape @UN_Women @HouseForeign @Haavisto @EUCouncil @USAmbUN @hrw https://t.co/BqX6mZbpz7'",1389656919846146051,277,2021-05-04 19:03:22,,,en,Twitter Web App,1,1
67,"b'The #rape victim, #Mona_Lisa lay on a hospital bed in Mekelle, the main city in war-torn #Tigray, her body #devastated but her defiance on display. #TigrayWarRapeVictims #WeaponizedRape @UN @UN_Women @HouseForeign @Haavisto @EUCouncil @USAmbUNhttp://tiny.cc/5nxwtz'",1389656425450835980,264,2021-05-04 19:01:25,,,en,Twitter Web App,0,2
68,"b'May 4 marks six months since the start of armed conflict between the federal govt &amp; the #Tigray. The conflict has been characterized by widespread atrocities, including killings, #rape and #sexualviolence, targeted attacks on civilians, &amp; refugees.\n#TigrayGenocide #TigrayCantWait'",1389652020076978180,288,2021-05-04 18:43:54,,,en,Twitter Web App,0,1
69,"b'RT @momof_hml: #Rape is being used as a weapon as fighting rages in remote parts of #Tigray region. \xe2\x80\x9cEven if we had shouted,\xe2\x80\x9d one woman sai\xe2\x80\xa6'",1389649618049409037,140,2021-05-04 18:34:22,,,en,Twitter Web App,0,18
70,"b'RT @Mellayfre: The #rape victim, #Mona_Lisa lay on a hospital bed in Mekelle, the main city in war-torn #Tigray, her body devastated but he\xe2\x80\xa6'",1389649203312398348,140,2021-05-04 18:32:43,,,en,Twitter Web App,0,24
71,"b'RT @momof_hml: #Rape is being used as a weapon as fighting rages in remote parts of #Tigray region. \xe2\x80\x9cEven if we had shouted,\xe2\x80\x9d one woman sai\xe2\x80\xa6'",1389648844753981445,140,2021-05-04 18:31:17,,,en,Twitter Web App,0,18
72,"b'RT @KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho\xe2\x80\xa6'",1389647797083848705,140,2021-05-04 18:27:07,,,en,Twitter for Android,0,10284
73,b'RT @gontiaji: \xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\x87\xe0\xa4\xa8\xe0\xa5\x8d\xe0\xa4\xb9\xe0\xa5\x80\xe0\xa4\x82  \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\xa8\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xb7\xe0\xa5\x8d\xe0\xa4\x9f\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xaa\xe0\xa4\xa4\xe0\xa4\xbf \xe0\xa4\xb6\xe0\xa4\xbe\xe0\xa4\xb8\xe0\xa4\xa8 \xe0\xa4\xb9\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\x82\xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\xa7\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xaa\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbe\xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\xa4 \xe0\xa4\xa8\xe0\xa4\xb9\xe0\xa5\x80\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa5\x88?\n\n#PresidentsRuleinBengal\n#BengalBurning #Beng\xe2\x80\xa6',1389647722391560192,140,2021-05-04 18:26:50,,,hi,Twitter for Android,0,1
74,"b'RT @NathaCont: Being a victim of rape is one of the worst feelings there is, getting pregnant and having my prince makes me never forget th\xe2\x80\xa6'",1389647418472468480,140,2021-05-04 18:25:37,,,en,Twitter Web App,0,5
75,b'RT @TruckerDesiree: This \xe2\x80\x9cFox Guarding the Henhouse Bill\xe2\x80\x9d from @JerryMoran S. 469 @SenatorBaldwin H.R. 1341\nhas been slipped into Surface #\xe2\x80\xa6',1389645861668278275,140,2021-05-04 18:19:26,,,en,Twitter for Android,0,4
76,"b'RT @birdsongs52: @AP Just so I understand this correctly, GOP groups are against #sextrafficking but #rape is ok?'",1389645151060987906,113,2021-05-04 18:16:37,,,en,Twitter for Android,0,4
77,"b'Being a victim of rape is one of the worst feelings there is, getting pregnant and having my prince makes me never forget that moment. In these moments I have overcome it but we suffer a lot. We need help!\nhttps://t.co/lS4NfueHq0\n#Rape #victims  #MutualAid #Help https://t.co/aND2EO4T4w'",1389643624334376964,286,2021-05-04 18:10:33,,,en,Twitter for Android,2,5
78,b'Why are some people blaming girls for rape?\nRape does not happen bcoz of your dressing or the place you went to.\nTeach your son to understand and respect a NO for NO.\nThat is the root of RAPE.\xf0\x9f\x92\xa6\n\n#JusticeforHinyHumoren #rape #MakeSchoolASaferPlace',1389643206590091264,246,2021-05-04 18:08:53,,,en,Twitter for Android,0,0
79,"b'RT @Priyank10450870: This is over-educated, most intellectual, most loving and pluralist and secular Bengal not a sanghi gaumutra drinking\xe2\x80\xa6'",1389641451366084614,139,2021-05-04 18:01:54,,,en,Twitter Web App,0,17
80,"b'#Murder #bloodshed #robbery #arson #sabotage #rape in Bengal\nur silent consent?\nSilent people R allies of D enemy at the time of disaster.\nAll MPs, MLAs &amp; public should also make demands at every level.\n#PresidentsRuleinBengal\n#ArrestMamataBanerjee\n#burningbengal\n#Save_democracy'",1389640302256742401,283,2021-05-04 17:57:20,,,en,Twitter for Android,0,0
81,b'RT @JusticeOzzie: Christian Porter sporting that \xe2\x80\x98allegedly innocent\xe2\x80\x99 look. #auspol #ChristianPorter #LNPCrimeFamily #Rape #MeToo #InquiryN\xe2\x80\xa6',1389639785514344449,140,2021-05-04 17:55:17,,,en,Twitter Web App,0,26
82,b'RT @TruckerDesiree: This \xe2\x80\x9cFox Guarding the Henhouse Bill\xe2\x80\x9d from @JerryMoran S. 469 @SenatorBaldwin H.R. 1341\nhas been slipped into Surface #\xe2\x80\xa6',1389638597758779394,140,2021-05-04 17:50:34,,,en,Twitter for Android,0,4
