,Tweets,id,lens,date,place,coordinateS,lang,source,likes,retweets
10,b'RT @GWUGlobalWomen: Want to stay up to date on our work on #GBV? Sign up to receive our weekly newsletter here: https://t.co/dVWCnwFmc0 htt\xe2\x80\xa6',1389673615524876288,140,2021-05-04 20:09:43,,,en,Twitter Web App,0,1
11,b'Want to stay up to date on our work on #GBV? Sign up to receive our weekly newsletter here: https://t.co/dVWCnwFmc0 https://t.co/bweiwaeVCZ',1389673366915796993,139,2021-05-04 20:08:44,,,en,Twitter Web App,0,1
12,"b'We out here hustling and fighting #GBV , saying no to women abuse. Get yourself a bottle of the finest distilled South African Gin #DoDgin , while enjoying read the message behind the bottle. #DJSBU #WorkersDay #LabourDay #LabourDay2021 #BlackTuesday https://t.co/B6j2iA5cZ1'",1389671540682280965,274,2021-05-04 20:01:28,,,en,Twitter for Android,2,0
13,b'Guided By Voices - Trust Them Now https://t.co/bv9jAv7lVo #newmusic #YTAA #Dayton #DaytonMusic #DaytonMusicScene #GBV @_GuidedByVoices',1389669371912630272,134,2021-05-04 19:52:51,,,en,Buffer,2,0
14,"b'RT @schliferclinic: The Clinic is looking to fill two important and fulfilling roles - Manager of #Counselling, and a Staff #Lawyer role wi\xe2\x80\xa6'",1389668814472818704,140,2021-05-04 19:50:38,,,en,Twitter for iPhone,0,55
15,"b'RT @mobkimarkus7: Save the Girl Child, support \xf0\x9f\x96\x90\xef\xb8\x8f the eradication of Gender Based Violence in Bauchi State.\n#implementVAPPLawBauchi\n#GBV \n@\xe2\x80\xa6'",1389667176873926656,140,2021-05-04 19:44:08,,,en,Twitter for Android,0,5
16,"b'RT @mobkimarkus7: Save the Girl Child, support \xf0\x9f\x96\x90\xef\xb8\x8f the eradication of Gender Based Violence in Bauchi State.\n#implementVAPPLawBauchi\n#GBV \n@\xe2\x80\xa6'",1389666977371807748,140,2021-05-04 19:43:20,,,en,Twitter for Android,0,5
17,"b'RT @mobkimarkus7: Save the Girl Child, support \xf0\x9f\x96\x90\xef\xb8\x8f the eradication of Gender Based Violence in Bauchi State.\n#implementVAPPLawBauchi\n#GBV \n@\xe2\x80\xa6'",1389666771662213123,140,2021-05-04 19:42:31,,,en,Twitter for Android,0,5
18,"b'Save the Girl Child, support \xf0\x9f\x96\x90\xef\xb8\x8f the eradication of Gender Based Violence in Bauchi State.\n#implementVAPPLawBauchi\n#GBV \n@IfwydNg @UNFPANigeria @UNFPA \n@SenBalaMohammed \n@Fistula_Fdtn @ullamuller @PaulineKTallen https://t.co/tElJDKMTS6'",1389664822384644100,234,2021-05-04 19:34:47,"Place(_api=<tweepy.api.API object at 0x7f2dd8f09e20>, id='07d9ebc68ec87000', url='https://api.twitter.com/1.1/geo/id/07d9ebc68ec87000.json', place_type='poi', name='government house', full_name='government house', country_code='NG', country='Nigeria', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f2dd8f09e20>, type='Polygon', coordinates=[[[9.812163829522223, 10.30912136040463], [9.812163829522223, 10.30912136040463], [9.812163829522223, 10.30912136040463], [9.812163829522223, 10.30912136040463]]]), attributes={})",,en,Twitter for Android,4,5
19,"b""RT @CabsnKings: Also, when you use the outdated 'gender-based violence' #GBV, it implies that male crimes of violence against women and gir\xe2\x80\xa6""",1389664539944394753,140,2021-05-04 19:33:39,,,en,Twitter Web App,0,7
20,"b""RT @CabsnKings: Also, when you use the outdated 'gender-based violence' #GBV, it implies that male crimes of violence against women and gir\xe2\x80\xa6""",1389661856881467394,140,2021-05-04 19:23:00,,,en,Twitter for iPhone,0,7
21,"b""RT @CabsnKings: Also, when you use the outdated 'gender-based violence' #GBV, it implies that male crimes of violence against women and gir\xe2\x80\xa6""",1389661816955961344,140,2021-05-04 19:22:50,,,en,Twitter Web App,0,7
22,"b""RT @CabsnKings: Also, when you use the outdated 'gender-based violence' #GBV, it implies that male crimes of violence against women and gir\xe2\x80\xa6""",1389661810165534725,140,2021-05-04 19:22:48,,,en,Twitter Web App,0,7
23,"b""RT @CabsnKings: Also, when you use the outdated 'gender-based violence' #GBV, it implies that male crimes of violence against women and gir\xe2\x80\xa6""",1389661183607599109,140,2021-05-04 19:20:19,,,en,Twitter Web App,0,7
24,"b""RT @CabsnKings: Also, when you use the outdated 'gender-based violence' #GBV, it implies that male crimes of violence against women and gir\xe2\x80\xa6""",1389660324605857794,140,2021-05-04 19:16:54,,,en,Twitter for Android,0,7
25,"b""Also, when you use the outdated 'gender-based violence' #GBV, it implies that male crimes of violence against women and girls are on the basis of gender roles, (or 'gender'). Crimes against women &amp; girls are on the basis of our sex. We can say the word in 2021. #VAWG #VAWGNotGBV https://t.co/CZ6x6uugj6""",1389659610202742794,307,2021-05-04 19:14:04,,,en,Twitter Web App,14,7
26,"b""@cawsbar @lakefemme Yes. This is something a lot of people don't know or realise because the phrase has been normalised, so it is important to explain and spread that we don't used this any more. #SexMatters #VAWG #GBV #VAWGNotGBV""",1389658372039979008,230,2021-05-04 19:09:09,,,en,Twitter Web App,5,1
27,b'RT @Faye_E_Arcand: Gaslighting Part Two: The Who and What to Watch For \n#GBV #AbuseTalk #Gaslighting #Life #LifeStyle\nhttps://t.co/JFsyOCOf\xe2\x80\xa6',1389658170943971329,140,2021-05-04 19:08:21,,,en,Twitter Web App,0,12
28,b'Identifying a place as a #GBV hot spot doesn\xe2\x80\x99t explain why more violence occurs there. Find out why @LisaVetten says \xe2\x80\x98why\xe2\x80\x99 is just as important as \xe2\x80\x98where\xe2\x80\x99. #SayHerName https://t.co/mutYY5Hou7',1389656079005454338,191,2021-05-04 19:00:02,,,en,TweetDeck,0,0
29,"b'Slightly more than half (52%) of sexual minority people in Canada were women, while 44% were men and 3% were gender diverse.\nIn addition to this, the term transgender also includes those who are gender diverse.\n\xc2\xa0 \nFor more information, please visit: https://t.co/n5COPNDvWx\n#GBV https://t.co/JptNl9IxlQ'",1389656078426779653,302,2021-05-04 19:00:02,,,en,eClincher,0,0
30,"b'RT @CedawPT: Physical &amp; sexual abuse tend to have a long-term impact on women &amp; girls\xe2\x80\x99 #mentalhealth, especially if they haven\xe2\x80\x99t received a\xe2\x80\xa6'",1389653808536506369,148,2021-05-04 18:51:01,,,en,Twitter for Android,0,12
31,b'RT @Connected_dev: We want the @NigeriaGov to see the urgency in ending Gender-Based Violence #GBV. The issue should be seen as a pandemic\xe2\x80\xa6',1389653418558595072,139,2021-05-04 18:49:28,,,en,Twitter for Android,0,1
32,b'RT @FinancialMail: How #femicide and #GBV  sticks with families long after the case is closed. | @Bhekisisa_MG\n\n https://t.co/2RFmOQUbFZ',1389651723967475713,136,2021-05-04 18:42:44,,,en,Twitter Web App,0,2
33,b'RT @FinancialMail: How #femicide and #GBV  sticks with families long after the case is closed. | @Bhekisisa_MG\n\n https://t.co/2RFmOQUbFZ',1389650423699709955,136,2021-05-04 18:37:34,,,en,Twitter for iPhone,0,2
34,b'How #femicide and #GBV  sticks with families long after the case is closed. | @Bhekisisa_MG\n\n https://t.co/2RFmOQUbFZ',1389650348600614923,117,2021-05-04 18:37:16,,,en,Echobox,1,2
35,b'We want the @NigeriaGov to see the urgency in ending Gender-Based Violence #GBV. The issue should be seen as a pandemic that needs to be eradicated. Just as we are placing much emphasis on ending Corona virus. \n\n#ActionAgainstSGBV #WomensRights\n\nhttps://t.co/FbgAWweJcL',1389647404920672259,269,2021-05-04 18:25:34,,,en,Twitter for iPhone,5,1
36,"b'RT @CedawPT: Physical &amp; sexual abuse tend to have a long-term impact on women &amp; girls\xe2\x80\x99 #mentalhealth, especially if they haven\xe2\x80\x99t received a\xe2\x80\xa6'",1389647315854581761,148,2021-05-04 18:25:13,,,en,Twitter for iPhone,0,12
37,b'#dv #gbv #femicide #womenscoalition #armenia #newsletter #2020 https://t.co/2MNDI5eipH',1389643556831350789,86,2021-05-04 18:10:16,,,und,Twitter for Android,1,0
38,"b'RT @UNFPAEthiopia: ""Thank you\xf0\x9f\x87\xa9\xf0\x9f\x87\xb0for your invaluable support to @UNFPAEthiopia on providing much-needed support to sexual and #GBV survivors\xe2\x80\xa6'",1389642709372227590,139,2021-05-04 18:06:54,,,en,Twitter for iPhone,0,5
39,b'RT @apwld: #WorkersRunTheWorld\nJoin 50 women leaders from 20 countries across Asia and the Pacific demanding an end to #GBV in workplaces a\xe2\x80\xa6',1389641598154297349,140,2021-05-04 18:02:29,,,en,Twitter for iPhone,0,19
40,b'RT @DKAmb_UNGva: \xf0\x9f\x87\xa9\xf0\x9f\x87\xb0Minister for Development Cooperation has announced an additional 10 mio DKK to @UNFPAs efforts in Ethiopia and their wor\xe2\x80\xa6',1389641415039373320,140,2021-05-04 18:01:46,,,en,Twitter Web App,0,4
41,"b'RT @NazmaAkter73: On this May 7th, 1PM join us at an online Solidarity protest with 50 women leaders from 20 countries across Asia and the\xe2\x80\xa6'",1389641014357504001,139,2021-05-04 18:00:10,,,en,Twitter Web App,0,10
42,b'RT @udviklingsmin: Today I am pleased to announce an additional 10 mio DKK to @UNFPAs efforts in Ethiopia and their work against #GBV. Awfu\xe2\x80\xa6',1389640529084833792,140,2021-05-04 17:58:15,,,en,Twitter for Android,0,217
43,"b'RT @NazmaAkter73: On this May 7th, 1PM join us at an online Solidarity protest with 50 women leaders from 20 countries across Asia and the\xe2\x80\xa6'",1389640519903416322,139,2021-05-04 17:58:12,,,en,Twitter for Android,0,10
44,"b'RT @CedawPT: Physical &amp; sexual abuse tend to have a long-term impact on women &amp; girls\xe2\x80\x99 #mentalhealth, especially if they haven\xe2\x80\x99t received a\xe2\x80\xa6'",1389640176285229058,148,2021-05-04 17:56:50,,,en,Twitter for iPhone,0,12
45,"b""RT @NgcoboloPauline: I'm receiving threatening texts from this number  +27 78 488 6720.  Guy says he will kidnap me. #GBV @bhekicele_rsa @S\xe2\x80\xa6""",1389634871488925700,140,2021-05-04 17:35:46,,,en,Twitter for Android,0,1
46,"b'RT @CedawPT: ""Women are exposed to more sexual violence than men, which means more women are affected by PTSD."" (@mentalhealth)\n\nGR35 ensur\xe2\x80\xa6'",1389633331654971393,140,2021-05-04 17:29:39,,,en,Twitter for Android,0,18
47,"b'RT @NazmaAkter73: On this May 7th, 1PM join us at an online Solidarity protest with 50 women leaders from 20 countries across Asia and the\xe2\x80\xa6'",1389632906386046978,139,2021-05-04 17:27:57,,,en,Twitter Web App,0,10
48,"b'RT @FACTzim: Addressing #GBV and #ChildMarriages involves looking at socio-cultural, economic, political and humanitarian factors that driv\xe2\x80\xa6'",1389632055743549441,140,2021-05-04 17:24:34,,,en,Twitter for Android,0,5
49,"b'RT @deafwomenzim: Survivors of #GBV come in their diversities. To assess the needs and provide intervention, data should be captured proper\xe2\x80\xa6'",1389631746380025861,140,2021-05-04 17:23:21,,,en,Twitter Web App,0,1
50,"b'RT @CedawPT: ""Women are exposed to more sexual violence than men, which means more women are affected by PTSD."" (@mentalhealth)\n\nGR35 ensur\xe2\x80\xa6'",1389631265226334211,140,2021-05-04 17:21:26,,,en,Twitter for iPad,0,18
51,"b'RT @SafeSpeak: In most abusive relationships, it is not uncommon for the abuser to extend their power + control into the area of finances.\xe2\x80\xa6'",1389631003765977090,139,2021-05-04 17:20:24,,,en,Twitter for Android,0,24
52,"b'RT @UNFPA_SOMALIA: TODAY in #Bossaso we held focus group discussions with women groups as we gather information about community attitudes,\xe2\x80\xa6'",1389626587394490376,139,2021-05-04 17:02:51,,,en,Twitter for iPhone,0,2
53,"b'RT @UNFPA_SOMALIA: TODAY in #Bossaso we held focus group discussions with women groups as we gather information about community attitudes,\xe2\x80\xa6'",1389625327173898248,139,2021-05-04 16:57:50,,,en,Twitter for iPhone,0,2
54,b'RT @udviklingsmin: Today I am pleased to announce an additional 10 mio DKK to @UNFPAs efforts in Ethiopia and their work against #GBV. Awfu\xe2\x80\xa6',1389618828452188160,140,2021-05-04 16:32:01,,,en,Twitter Web App,0,217
55,"b'RT @UNFPAEthiopia: ""Thank you\xf0\x9f\x87\xa9\xf0\x9f\x87\xb0for your invaluable support to @UNFPAEthiopia on providing much-needed support to sexual and #GBV survivors\xe2\x80\xa6'",1389617421892337665,139,2021-05-04 16:26:25,,,en,Twitter for iPhone,0,5
56,"b'A new brief from @HIVlegal looks at the impact of #criminalization in Canada on women and #gender diverse people, including exploring how it contributes to, and manifests as a form of, #genderbasedviolence  https://t.co/LTIcHWrm7r #GBV #genderdiverse #cdnhealth cc @CGSHEquity'",1389616811050741760,276,2021-05-04 16:24:00,,,en,TweetDeck,2,0
57,"b'RT @schliferclinic: The Clinic is looking to fill two important and fulfilling roles - Manager of #Counselling, and a Staff #Lawyer role wi\xe2\x80\xa6'",1389615840119640070,140,2021-05-04 16:20:08,,,en,Twitter Web App,0,55
58,"b""@PaulineKTallen It's education, prevention is far cheaper. Our soul bleeds for her death and the pain of her loved ones.\nOur #16days Inter Secondary School programme of #gbv education in #anambra has recorded  testimonies from teachers &amp; students.\n2019, a 1000 copies was share to students https://t.co/ipLSy1x1p2""",1389615731336167431,317,2021-05-04 16:19:42,,,en,Twitter for Android,0,0
59,b'RT @udviklingsmin: Today I am pleased to announce an additional 10 mio DKK to @UNFPAs efforts in Ethiopia and their work against #GBV. Awfu\xe2\x80\xa6',1389614438169337860,140,2021-05-04 16:14:34,,,en,Twitter for Android,0,217
60,"b'RT @NazmaAkter73: On this May 7th, 1PM join us at an online Solidarity protest with 50 women leaders from 20 countries across Asia and the\xe2\x80\xa6'",1389611661628043264,139,2021-05-04 16:03:32,,,en,Twitter for iPhone,0,10
61,"b'We\xe2\x80\x99re an advocate for #zerowaste eco-fashion. 100% of our sales revenue contributes to funding programs that combat #GBV. To learn more about our mission, click here: \nhttps://t.co/oRBSC18C7i'",1389610780467793928,191,2021-05-04 16:00:02,,,en,Postoplan ,0,0
62,b'RT @itsOluwatomisin: This is due to gender inequality which discourages women and prevents their voice from being heard.\n\n#GBV #genderinequ\xe2\x80\xa6',1389610508844773379,140,2021-05-04 15:58:57,,,en,Twitter for Android,0,1
63,b'This is due to gender inequality which discourages women and prevents their voice from being heard.\n\n#GBV #genderinequality',1389610190618628096,123,2021-05-04 15:57:41,,,en,Twitter for Android,1,1
64,b'RT @udviklingsmin: Today I am pleased to announce an additional 10 mio DKK to @UNFPAs efforts in Ethiopia and their work against #GBV. Awfu\xe2\x80\xa6',1389608279219875841,140,2021-05-04 15:50:06,,,en,Twitter for Android,0,217
65,"b'RT @JHUGenViol: Way to go, @JHU #GBV Journal Club!   \nThanks for bringing this incredibly important event to our community with @JohnsHopki\xe2\x80\xa6'",1389608031193870336,140,2021-05-04 15:49:06,,,en,Twitter Web App,0,7
66,"b'RT @apwld: Registered yet? Join us for #WorkersRunTheWorld, solidarity protest against #GBV in workplaces. Check out speakers for our first\xe2\x80\xa6'",1389607140927557632,140,2021-05-04 15:45:34,,,en,Twitter for Android,0,2
67,"b'RT @SafeSpeak: In most abusive relationships, it is not uncommon for the abuser to extend their power + control into the area of finances.\xe2\x80\xa6'",1389607134975963136,139,2021-05-04 15:45:33,,,en,Twitter for Android,0,24
68,"b'RT @SafeSpeak: In most abusive relationships, it is not uncommon for the abuser to extend their power + control into the area of finances.\xe2\x80\xa6'",1389606386535960587,139,2021-05-04 15:42:34,,,en,Twitter for Android,0,24
69,"b'RT @SafeSpeak: In most abusive relationships, it is not uncommon for the abuser to extend their power + control into the area of finances.\xe2\x80\xa6'",1389604769472425984,139,2021-05-04 15:36:09,,,en,Twitter for Android,0,24
70,"b'Gender-based violence is destroying families, communities, the world. \n\n#GBV is stopping the achievement of the Sustainable Development Goals.\n\n#RelentlessResilience #SDGs #GlobalGoals\n@ConnectSDGs \n@SDGsCoLab\n@1GlobalAcademy https://t.co/MAwKB784Jp'",1389602613633687560,249,2021-05-04 15:27:35,,,en,Twitter Web App,0,0
71,"b'RT @CedawPT: Physical &amp; sexual abuse tend to have a long-term impact on women &amp; girls\xe2\x80\x99 #mentalhealth, especially if they haven\xe2\x80\x99t received a\xe2\x80\xa6'",1389602442233401344,148,2021-05-04 15:26:54,,,en,Twitter Web App,0,12
72,b'RT @JP_Peacemaking: Wow! This \xf0\x9f\x91\x87 is straight talk from Dame Helena Kennedy on #GenderingGeopolitics. So much packed into a short interview.\xe2\x80\xa6',1389602261530259465,139,2021-05-04 15:26:11,,,en,Twitter Web App,0,2
73,"b'RT @CedawPT: Physical &amp; sexual abuse tend to have a long-term impact on women &amp; girls\xe2\x80\x99 #mentalhealth, especially if they haven\xe2\x80\x99t received a\xe2\x80\xa6'",1389600566356103177,148,2021-05-04 15:19:27,,,en,Twitter for iPhone,0,12
74,"b'RT @NazmaAkter73: On this May 7th, 1PM join us at an online Solidarity protest with 50 women leaders from 20 countries across Asia and the\xe2\x80\xa6'",1389600497615527939,139,2021-05-04 15:19:10,,,en,Twitter for Android,0,10
75,b'RT @DKAmb_UNGva: \xf0\x9f\x87\xa9\xf0\x9f\x87\xb0Minister for Development Cooperation has announced an additional 10 mio DKK to @UNFPAs efforts in Ethiopia and their wor\xe2\x80\xa6',1389599954390458368,140,2021-05-04 15:17:01,,,en,Twitter for iPhone,0,4
76,"b'Activists in #Mozambique are supporting #GBV survivors who seek help through instant messaging #apps. With @GlobalSpotlight support, they reach the most vulnerable women and girls during the #COVID19 pandemic. https://t.co/kTzDSzUGPB\n\n#WithHer\n@EU_Partnerships'",1389599102573457411,260,2021-05-04 15:13:38,,,en,Twitter Web App,1,0
77,b'RT @BasseyAdek: The most effective way to end this menace of #GBV is when we all SPEAK OUT!\n\nwhen you See something SAY SOMETHING!\n#YSMAAD\xe2\x80\xa6',1389598646954516482,139,2021-05-04 15:11:49,,,en,Twitter for Android,0,1
78,b'RT @DKAmb_UNGva: \xf0\x9f\x87\xa9\xf0\x9f\x87\xb0Minister for Development Cooperation has announced an additional 10 mio DKK to @UNFPAs efforts in Ethiopia and their wor\xe2\x80\xa6',1389598126902857736,140,2021-05-04 15:09:45,,,en,Twitter for iPhone,0,4
79,b'\xf0\x9f\x87\xa9\xf0\x9f\x87\xb0Minister for Development Cooperation has announced an additional 10 mio DKK to @UNFPAs efforts in Ethiopia and their work against #GBV as a reflection of \xf0\x9f\x87\xa9\xf0\x9f\x87\xb0strong commitment to fight #GBV #CalltoActionGBV #DKaid #Tigray https://t.co/rnrGaclEyB',1389597549703663624,245,2021-05-04 15:07:27,,,en,Twitter for iPhone,6,4
80,"b'RT @CedawPT: Physical &amp; sexual abuse tend to have a long-term impact on women &amp; girls\xe2\x80\x99 #mentalhealth, especially if they haven\xe2\x80\x99t received a\xe2\x80\xa6'",1389596952166387717,148,2021-05-04 15:05:05,,,en,Twitter for Android,0,12
81,"b'RT @NazmaAkter73: On this May 7th, 1PM join us at an online Solidarity protest with 50 women leaders from 20 countries across Asia and the\xe2\x80\xa6'",1389596740970434564,139,2021-05-04 15:04:15,,,en,Twitter for Android,0,10
82,"b'RT @CedawPT: Physical &amp; sexual abuse tend to have a long-term impact on women &amp; girls\xe2\x80\x99 #mentalhealth, especially if they haven\xe2\x80\x99t received a\xe2\x80\xa6'",1389596566432976901,148,2021-05-04 15:03:33,,,en,Twitter for iPhone,0,12
83,"b'RT @NazmaAkter73: On this May 7th, 1PM join us at an online Solidarity protest with 50 women leaders from 20 countries across Asia and the\xe2\x80\xa6'",1389595236620410882,139,2021-05-04 14:58:16,,,en,Twitter for Android,0,10
84,"b'RT @NazmaAkter73: On this May 7th, 1PM join us at an online Solidarity protest with 50 women leaders from 20 countries across Asia and the\xe2\x80\xa6'",1389594436623953928,139,2021-05-04 14:55:05,,,en,Twitter for Android,0,10
85,"b'RT @CedawPT: Physical &amp; sexual abuse tend to have a long-term impact on women &amp; girls\xe2\x80\x99 #mentalhealth, especially if they haven\xe2\x80\x99t received a\xe2\x80\xa6'",1389594250854162440,148,2021-05-04 14:54:21,,,en,Twitter for Android,0,12
86,"b'The United Nations Population Fund (UNFPA) on Tuesday, begun a five-day training of trainers on Mental Health and Psychosocial Support (MHPSS) for Gender-Based Violence Survivors (GBVS) amidst COVID-19 and insecurity.  #GBV #Mentalheath #traning #UNFPA\n\nhttps://t.co/VxFxyFDumq https://t.co/lXez9PdlaI'",1389593746925293570,301,2021-05-04 14:52:21,,,en,Blog2Social APP,0,0
87,b'RT @FoundationSmall: #SPF has formulated a booklet titled \xe2\x80\x9cFUTURE YOU\xe2\x80\x9d that could be used to facilitate informed #SRH engagements with adol\xe2\x80\xa6',1389593369668694016,140,2021-05-04 14:50:51,,,en,Twitter Web App,0,1
88,"b'Survivors of #GBV come in their diversities. To assess the needs and provide intervention, data should be captured properly, segregated according to accurate Disabilities. @kubatana @AdultRapeClinic @ZNCWC @JSCZim @MUSASAZIM @PachotoTribe @Zimra_11 @sam_signsofhope @GBVnet https://t.co/N7ii0QyNlt'",1389593037093974024,297,2021-05-04 14:49:32,,,en,Twitter for Android,4,1
89,"b'On this May 7th, 1PM join us at an online Solidarity protest with 50 women leaders from 20 countries across Asia and the Pacific demanding to end #GBV in the workplace.\nRegistration Link \xf0\x9f\x91\x87\nhttp:/bit.ly/WorkersRunTheWorld\n#WORKERS_RUN_THE_WORLD @apwld https://t.co/Sum3FsuIco'",1389592627696193537,274,2021-05-04 14:47:54,,,en,Twitter for iPhone,9,10
90,"b'@TheGreatPeople2 wld like to congratulate our comrade @RiseAgainstGBV for their award &amp; feature on a docu series to be aired on @SABC2 , this is following their brilliant idea to tackle #GBV by hosting Tarven Dialogues. Halala Maqabane \xe2\x9c\x8a\xf0\x9f\x8f\xbe @WVLSouthAfrica https://t.co/nGS4KhUn66'",1389592253983776770,282,2021-05-04 14:46:25,,,en,Twitter for Android,0,0
91,"b'RT @shesrideordie: A \xe2\x80\x9cMust Watch\xe2\x80\x9d for those interested in police culture! \n\nBikos, on change: \xe2\x80\x9cThey better get ready...if they want to be a\xe2\x80\xa6'",1389591776177098756,140,2021-05-04 14:44:31,,,en,TweetDeck,0,10
92,"b'RT @CedawPT: Physical &amp; sexual abuse tend to have a long-term impact on women &amp; girls\xe2\x80\x99 #mentalhealth, especially if they haven\xe2\x80\x99t received a\xe2\x80\xa6'",1389591220494688260,148,2021-05-04 14:42:18,,,en,Twitter Web App,0,12
93,"b'RT @schliferclinic: The Clinic is looking to fill two important and fulfilling roles - Manager of #Counselling, and a Staff #Lawyer role wi\xe2\x80\xa6'",1389590848837402638,140,2021-05-04 14:40:50,,,en,Twitter for Android,0,55
94,b'RT @FeministShift: Supporting Trans Communities and Fighting Gender-Based Violence with @Wisdom2Action\xe2\x80\x99s Fae Johnstone. Happening May 13th\xe2\x80\xa6',1389590793875230722,139,2021-05-04 14:40:37,,,en,Twitter Web App,0,5
95,"b'TODAY in #Bossaso we held focus group discussions with women groups as we gather information about community attitudes, capacities &amp; practices related to Gender Based Violence including obstacles to addressing #GBV as we step up the #EndGBV campaign https://t.co/c5pxdSafEy'",1389590629597028353,277,2021-05-04 14:39:58,,,en,Twitter Web App,9,2
96,"b'RT @GBVAoR1: \xe2\x80\x9cAnticipatory action reduces the impact of #humanitarian crises. For GBV actors, we\xe2\x80\x99re hoping to maximize forecasting/forecast\xe2\x80\xa6'",1389589920365305862,140,2021-05-04 14:37:09,,,en,Twitter for Android,0,3
97,"b'RT @SafeSpeak: In most abusive relationships, it is not uncommon for the abuser to extend their power + control into the area of finances.\xe2\x80\xa6'",1389589326070157313,139,2021-05-04 14:34:47,,,en,Twitter for Android,0,24
98,"b'RT @CedawPT: Physical &amp; sexual abuse tend to have a long-term impact on women &amp; girls\xe2\x80\x99 #mentalhealth, especially if they haven\xe2\x80\x99t received a\xe2\x80\xa6'",1389588113111101443,148,2021-05-04 14:29:58,,,en,Twitter for Android,0,12
99,"b'RT @CedawPT: Physical &amp; sexual abuse tend to have a long-term impact on women &amp; girls\xe2\x80\x99 #mentalhealth, especially if they haven\xe2\x80\x99t received a\xe2\x80\xa6'",1389587180511797248,148,2021-05-04 14:26:15,,,en,Twitter for Android,0,12
100,"b'RT @FACTzim: Addressing #GBV and #ChildMarriages involves looking at socio-cultural, economic, political and humanitarian factors that driv\xe2\x80\xa6'",1389586824264310792,140,2021-05-04 14:24:50,,,en,Twitter for Android,0,5
101,"b'RT @shesrideordie: A \xe2\x80\x9cMust Watch\xe2\x80\x9d for those interested in police culture! \n\nBikos, on change: \xe2\x80\x9cThey better get ready...if they want to be a\xe2\x80\xa6'",1389586190207225857,140,2021-05-04 14:22:19,,,en,Twitter Web App,0,10
102,"b'RT @CedawPT: Physical &amp; sexual abuse tend to have a long-term impact on women &amp; girls\xe2\x80\x99 #mentalhealth, especially if they haven\xe2\x80\x99t received a\xe2\x80\xa6'",1389585857363972098,148,2021-05-04 14:21:00,,,en,Twitter Web App,0,12
103,b'RT @schliferclinic: We have updated our resources for non-status women during COVID-19.  They can be found on our website @ https://t.co/0F\xe2\x80\xa6',1389585852737654790,140,2021-05-04 14:20:59,,,en,Twitter Web App,0,2
